,Muffat-FMG__1,Muffat-FMG__2,Muffat-FMG__1-NCM,Muffat-NPC__1,Muffat-NPC__2,Muffat-NPC__3,Muffat-NPC__4,Muffat-pMGL__1,Muffat-pMGL__2,Muffat-pMGL__31,Muffat-pMGL__32,Muffat-pMGL__4,Muffat-pMGL__5,Muffat-pMGL__1-NCM,Muffat-pMGL__2-NCM,Muffat-pMGL__3-NCM
ZNF316,603,766,1258,462,1968,1742,1113,1104,933,1279,1599,671,998,736,820,1461
AC073343.13,3,8,1,22,19,25,32,2,4,15,2,4,12,13,0,2
RP11-611L7.2,3,0,7,0,1,11,13,5,6,0,1,2,5,3,0,0
ZNF12,2454,1520,2973,4218,7366,3464,3642,2781,2263,3717,2710,1878,3203,2804,1647,3677
PMS2CL,84,107,318,431,590,557,557,225,253,190,127,92,109,147,206,242
RP11-611L7.3,0,0,0,0,5,8,0,0,2,0,0,0,0,0,0,0
RSPH10B2,0,0,2,4,18,20,4,23,0,1,0,0,0,30,0,0
CCZ1B,1831,1110,1538,1321,1221,1606,1411,679,548,692,530,560,415,1270,761,635
OR7E39P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC079804.8,289,248,722,31,11,32,5,238,320,238,130,444,7,167,715,449
OR7E136P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR7E59P,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RP11-740N7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-740N7.5,0,0,0,2,2,2,0,0,1,1,0,0,0,0,0,0
RP11-740N7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-740N7.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MIR3683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-397J20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1GALT1,1402,1506,2926,2290,3097,2755,2735,3856,2111,3241,3286,2062,3112,4539,3478,3403
RP4-733B9.1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
AC005532.5,0,1,19,20,50,17,2,8,2,7,2,0,8,71,2,26
AC079448.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL28A1,0,12,0,0,19,9,0,30,0,0,0,0,0,34,0,0
RP5-1159O4.2,0,8,0,8,3,16,0,2,4,0,0,0,0,6,0,1
RP5-1159O4.1,10,8,10,34,37,45,48,13,26,30,10,18,15,19,4,18
MIOS,3318,2893,2909,1431,1353,1002,1132,2772,3187,3042,2070,2924,4328,1903,2223,3159
RP5-1007H16.1,0,0,0,0,5,0,2,2,2,0,0,0,0,0,0,0
RPA3,1991,1778,2693,1991,1591,2487,1826,1567,1481,1843,1114,1571,1734,2804,1790,1777
UMAD1,2959,2551,2621,1766,1529,1024,1308,2416,2597,2340,1565,2537,2763,3077,2221,2682
RP11-505D17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1-165B14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC007161.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-534P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC006465.4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
AC009473.1,14,14,46,5,11,23,0,6,16,6,9,2,18,73,2,14
AC006042.7,1,1,0,1,5,7,0,0,1,0,0,0,1,1,0,0
GLCCI1,351,393,1237,288,1624,1093,808,1307,1673,578,896,1036,746,458,539,644
AC006042.8,2,0,8,7,24,8,2,4,0,0,0,0,0,0,0,0
ICA1,986,756,1244,154,218,180,304,1018,1827,959,343,373,1527,515,2116,643
AC006042.6,1,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0
AC007009.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC007128.1,0,0,0,2,1,0,0,0,0,30,6,0,0,2,0,18
RP4-594A5.1,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,10
NXPH1,146,339,599,22,6,12,0,0,2,0,0,0,0,2,0,8
AC009500.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP4-668E10.4,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
RP4-668E10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP4-668E10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPDHP68,0,1,1,2,6,2,0,0,1,0,0,0,0,0,0,0
AC096553.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC060834.2,0,12,0,2,3,2,4,2,2,75,29,6,0,0,0,118
AC060834.3,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0
GS1-69O6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC006373.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2060L22.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AC009945.3,4,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0
AC009945.4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AC004535.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NDUFA4,18893,17613,21422,27245,25916,28956,24745,20454,25093,28636,13370,19532,20082,29914,16344,23613
RP5-855F16.1,0,1,0,5,4,0,0,0,1,2,2,0,0,4,0,3
PHF14,925,843,1218,2818,3636,5831,3269,896,1118,1785,1003,544,784,1543,843,1333
AC005007.3,3,6,0,0,9,0,0,0,5,2,0,0,0,0,0,3
AC004538.3,1,0,0,10,22,10,0,2,2,0,0,0,0,20,0,4
AC004538.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THSD7A,98,127,214,1310,2566,3068,1945,99,66,36,25,16,0,391,0,119
AC004160.4,0,0,0,0,1,0,0,0,1,0,0,0,0,8,0,0
AC073109.2,0,2,0,2,0,12,0,0,0,0,0,0,0,0,0,0
TMEM106B,5469,4754,4725,8654,10141,6435,6232,6470,5582,9770,6525,5897,6473,10110,4382,8578
VWDE,0,0,0,6,13,24,0,0,0,0,10,0,0,2,0,0
RP11-472F21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005281.1,0,0,0,26,24,24,0,203,98,3,0,0,0,544,32,12
AC013470.6,26,16,53,21,32,66,48,20,29,20,14,6,6,29,52,25
AC013470.7,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0
AC013470.8,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
AC005281.2,0,0,0,0,4,0,0,0,2,0,0,0,0,1,0,0
SCIN,896,1187,1402,36,15,12,4,3817,2689,165,320,158,3407,2058,8025,176
CTD-2320J21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2320J21.1,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0
ARL4A,876,1171,1952,4508,1816,2120,1465,1308,1671,2428,1182,409,1018,2921,742,2762
AC011288.2,0,0,0,6,4,1,1,0,0,7,0,0,0,0,0,0
RN7SKP228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC006000.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC006000.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005019.3,0,0,0,2,0,0,0,0,0,0,0,0,51,0,0,0
AC005019.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETV1,2669,4151,12812,2273,2556,2828,2223,1200,1081,694,978,384,4356,918,320,1298
AC004909.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGKB,69,81,296,202,699,220,210,23,2,106,19,0,0,67,1,389
AC005039.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC006150.1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
AC006045.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC006458.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGMO,0,0,0,12,13,2,0,38,12,15,76,16,0,52,0,21
MEOX2,0,0,0,0,0,0,0,374,0,0,1933,2,0,66,0,8
AC005550.3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
AC005550.4,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0
AC005550.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL36AP26,0,0,0,1,3,3,0,0,0,0,0,0,0,0,1,0
AC006041.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISPD,35,96,84,310,245,337,311,227,172,247,251,164,91,356,40,116
AC073629.2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
AC004741.3,0,6,0,1,0,3,2,0,0,1,9,0,0,0,0,0
SOSTDC1,0,0,0,456,130,151,85,14,12,26,36,6,0,16,0,0
GS1-166A23.1,0,0,0,0,6,2,1,3,0,0,1,0,0,10,0,0
LRRC72,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
AC005014.5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
GS1-166A23.2,2,0,11,19,8,8,27,1,2,4,0,0,0,0,6,0
ANKMY2,2200,2255,3982,2788,2417,2356,2429,2000,2375,3397,2005,1534,2060,3008,4263,3335
BZW2,2166,1700,2507,4316,5852,3326,3877,2405,2150,2294,1863,2173,2887,1221,2352,1133
AC073333.8,1,0,0,4,0,2,5,1,2,0,0,0,0,0,0,0
TSPAN13,9179,4820,3133,6449,8122,4003,5758,3830,2663,6130,5147,6177,5614,3186,1972,1149
AGR2,0,2,0,0,25,4,16,186,210,2,16,5,282,0,26,31
RP11-455J15.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGR3,0,0,0,4,43,52,20,139,9,0,10,0,0,309,2,2
AC098592.5,0,1,0,2,0,0,0,0,0,0,1,0,1,0,1,2
AC098592.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AHR,1787,1409,1307,2058,1301,1062,890,1812,2036,4317,1982,1784,1472,2994,973,2003
AC098592.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC003075.4,129,41,47,44,115,57,44,77,29,76,54,93,99,42,0,42
AC098592.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-507K12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCCAT333,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,20
AC017060.1,0,0,0,14,4,0,0,1,2,16,15,2,0,6,0,0
AC006482.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNX13,4882,3625,3782,3423,3822,2639,3249,4881,5934,5666,4352,3785,5920,4746,3213,6063
RP11-511H23.2,13,1,4,60,41,40,16,14,16,36,7,9,14,18,4,26
AC080080.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-511H23.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PRPS1L1,0,0,0,0,0,1,0,1,0,0,3,0,2,0,0,0
HDAC9,628,1384,1270,2164,4732,3181,3551,3523,5646,3900,1303,1811,5692,3151,2190,4849
MIR1302-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC010082.2,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0
RN7SKP266,0,2,0,0,2,3,0,1,0,0,0,0,0,0,9,0
AC004744.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004994.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TWIST1,2,0,0,89,102,285,149,313,166,321,467,36,178,68,28,210
AC003986.6,0,0,0,0,0,4,0,0,0,2,10,0,16,0,0,11
AC003986.7,0,0,0,2,0,0,0,4,0,4,6,0,6,12,0,5
AC003986.5,0,0,0,2,10,6,3,21,0,2,0,0,0,26,8,0
FERD3L,0,0,0,0,0,5,0,0,0,1,0,0,0,6,0,0
AC007091.1,0,0,0,4,1,4,0,3,1,3,0,0,0,13,0,2
TWISTNB,1607,1515,2396,4684,7630,2861,3606,1571,1820,1939,1463,1308,1910,2417,1653,1808
MIR3146,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
TMEM196,12,43,182,111,110,56,33,0,0,0,0,0,0,0,0,0
AC004543.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005062.2,0,3,0,11,16,0,0,0,0,1,2,8,0,6,0,0
AC005062.3,166,136,103,524,563,293,355,108,87,127,67,95,79,114,105,78
RP11-486P11.1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
MACC1,77,371,125,27,5,8,8,47,26,254,207,700,10,47,209,509
AC007001.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005083.1,16,18,15,5,0,4,0,4,0,36,39,77,0,0,23,36
AC099342.1,0,0,0,2,0,0,0,4,0,0,0,2,0,0,0,0
CTA-293F17.1,25,46,13,82,51,100,57,16,16,32,60,6,7,130,0,23
ITGB8,3669,3193,6177,18302,8519,14553,7265,7214,9931,12057,3083,674,103,24372,1962,16152
AC007095.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AC002486.2,0,0,0,0,0,4,0,1,0,0,1,0,1,0,0,0
ABCB5,8,0,0,11,8,4,0,122,18,45,0,33,10,20,0,6
AC002486.3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SP8,532,690,2652,297,619,752,554,7,193,3,6,0,0,27,3,0
AC005251.3,30,44,19,42,27,61,10,17,32,9,33,30,28,12,36,13
AC006481.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005251.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL542P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC078791.3,1,0,0,134,0,0,0,0,14,3,0,1,2,0,36,4
RNU1-15P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005094.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP4,759,648,1567,656,1075,889,1322,381,287,570,414,214,331,444,315,670
MIR1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAH11,19,44,38,143,139,237,53,21,30,16,23,0,0,60,0,0
CDCA7L,879,1170,2279,713,417,593,187,731,744,868,1040,313,1587,384,583,421
RAPGEF5,4,6,10,67,59,52,11,12,12,20,0,0,0,0,8,6
RNA5SP227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STEAP1B,5,8,111,104,5,22,0,2,16,97,118,62,0,22,169,150
AC002480.6,562,372,142,1282,787,206,285,212,552,448,180,159,824,555,91,191
AC002480.3,6,6,9,21,9,63,9,26,6,26,62,2,8,80,6,9
AC002480.5,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,4
AC002480.4,2,4,1,13,26,39,12,15,17,20,47,3,0,8,0,14
AC002480.2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
AC073072.5,4,0,12,7,4,2,7,8,12,9,10,2,0,12,64,8
IL6,10,0,181,69,73,55,64,756,24,141,719,48,0,113,662,203
AC073072.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC073072.7,10,5,4,18,13,17,8,5,11,4,0,7,3,5,1,6
TOMM7,2867,2801,3247,5761,6883,8260,4417,2541,2987,3873,2701,2140,2356,4887,2579,3367
AC005682.5,5,14,18,7,22,16,11,6,11,106,56,13,1,20,25,108
SNORD93,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
AC005682.6,0,2,0,0,4,2,1,0,10,10,0,0,3,0,0,0
AC005682.7,0,0,0,2,3,6,1,0,0,4,0,0,0,0,0,0
FAM126A,2247,1655,1988,4847,5879,5080,4693,4272,2940,5375,6328,1708,3504,3284,1596,3668
AC006039.4,11,34,10,203,155,136,3,51,162,27,18,30,76,119,92,6
KLHL7,4079,4130,5740,6049,6345,5560,6735,3961,4453,10295,6591,3189,2905,7391,1949,9896
AC006039.5,3,13,41,35,44,40,4,5,8,7,2,2,5,11,0,26
NUPL2,1597,1481,2329,2811,4430,1628,2530,1596,2344,2216,1343,2144,2026,1509,1716,1829
AC005082.12,366,460,448,0,10,0,2,8,18,17,4,3,0,0,60,0
GPNMB,1384718,1037152,730621,5687,22124,8416,7897,307431,417674,391348,285811,551093,560738,405524,568089,251595
MALSU1,1361,1572,1998,2776,2354,3329,3870,1498,1348,2327,1913,1359,1331,2632,1587,2329
IGF2BP3,2536,2013,2077,2070,1234,1262,1104,2382,2916,3349,1662,2853,3600,1063,1899,2528
AC021876.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD65C,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
RNU7-143P,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0
AC079780.3,0,0,1,1,7,1,6,1,0,5,3,0,0,0,0,0
AC023105.3,152,244,242,456,0,7,0,0,150,65,92,0,0,0,184,52
TRA2A,1830,2023,1569,4562,3781,4072,3295,1892,2178,2562,1704,895,1198,1802,1849,2097
AC006026.9,4,12,4,18,9,5,3,4,9,3,1,8,3,0,4,1
AC006026.10,3,7,16,4,10,2,6,0,4,2,0,10,14,4,3,0
CCDC126,1581,1562,1567,1669,1478,836,1435,1391,1390,3165,1469,1257,1160,2721,925,2404
AC006026.11,0,1,1,1,0,0,2,0,1,5,0,0,5,2,0,0
AC006026.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM221A,354,418,780,637,859,795,966,335,251,311,196,212,3,730,199,324
AC006026.13,0,0,0,3,0,2,0,0,2,1,0,0,0,2,8,0
STK31,0,4,0,1,45,87,27,51,0,4,0,2,0,63,0,0
AC008176.2,4,1,3,1,17,21,11,0,6,0,2,0,0,14,12,2
AC003087.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC009508.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP228,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0
AC004485.3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
NPY,158,94,703,328,141,288,224,2,2,161,35,0,0,25,1,38
RNU6-1103P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPP6,154,110,282,2696,2505,3285,2756,326,283,1607,662,127,235,1300,160,1285
CTA-298G8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTA-298G8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFNA5,16414,17872,14536,2671,1416,2496,1255,10343,10377,7166,8476,11587,8378,15199,23122,9854
OSBPL3,4181,4526,3901,3799,2010,2949,1312,4219,4331,9171,5661,4294,4397,3574,3861,10415
AC004016.2,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
CYCS,11679,13453,14857,27832,26004,17501,26916,11020,14667,16516,10559,11557,12682,13097,13553,15882
C7orf31,204,278,460,336,228,239,187,195,248,353,243,212,222,400,463,222
AC004129.7,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
AC004129.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPVF,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
AC004129.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC003985.1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
RP5-978I12.1,0,0,0,2,0,7,4,5,0,11,0,0,0,1,0,0
AC091705.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC003090.1,28,40,102,0,0,0,0,0,0,0,7,0,0,28,0,20
CTA-242H14.1,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0
CTD-2227E11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR148A,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
NFE2L3,710,656,1476,599,323,147,209,170,293,1202,168,2240,263,364,2608,812
CTB-119C2.1,4,8,4,15,31,16,20,4,2,6,1,0,0,29,0,19
HNRNPA2B1,16804,18187,22398,31186,22178,46964,19677,21149,29244,22790,17532,15213,23347,24757,21487,19284
CBX3,6415,6718,9827,16170,14272,12705,15461,5449,6573,7376,6268,4287,5555,8380,5596,5479
AC010677.5,0,1,0,3,2,1,4,1,0,2,0,0,1,0,0,2
SNX10,24884,29194,25735,2703,2542,887,838,5024,3718,4831,3082,13871,5436,5622,21248,3212
AC004540.4,11,56,37,9,15,22,9,9,5,7,8,10,0,9,46,0
AC004540.5,94,140,141,61,109,76,119,49,35,14,8,56,70,43,0,0
KIAA0087,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
RP5-1007F24.1,0,7,0,10,0,0,0,0,0,0,0,0,0,21,0,0
AC004947.2,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0
C7orf71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKAP2,11498,11113,6016,499,172,319,183,7625,11387,8515,5870,14450,8204,4771,6671,7705
RPL7AP38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMGB3P20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
TPM3P4,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1
NHP2P2,0,0,0,0,1,2,0,0,0,0,0,0,0,4,3,0
HOXA1,0,2,0,27,8,0,0,32,58,39,20,9,0,45,2,14
HOTAIRM1,0,4,0,244,57,86,72,26,54,19,11,8,1,91,28,13
RF01975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RF01976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RF01977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RF01978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RF01979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXA2,0,0,0,400,119,234,77,367,819,243,16,72,0,1311,115,105
HOXA3,0,0,0,45,2,13,19,55,39,8,2,19,0,57,0,4
HOXA-AS2,0,0,0,5,0,5,0,11,19,1,1,0,0,16,0,7
HOXA4,0,0,0,0,0,3,3,0,0,9,13,8,0,6,0,0
RP1-170O19.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXA-AS3,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0
HOXA5,0,0,0,2,0,2,0,4,0,0,8,30,0,0,2,0
HOXA6,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
RP1-170O19.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXA7,0,0,0,0,0,0,4,0,0,0,44,10,0,0,0,0
RP1-170O19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXA9,0,0,0,0,0,16,0,0,0,0,414,0,6,0,0,0
HOXA10-HOXA9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXA-AS4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
MIR196B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXA10,0,0,6,1,0,28,0,4,0,0,1530,52,28,0,0,4
HOXA11,0,0,0,0,0,0,0,0,0,12,1979,31,10,0,0,2
HOXA11-AS1,0,0,0,0,0,2,2,0,0,0,214,2,0,0,0,0
RF02137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RF02138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RF02139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP1-170O19.14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
RF02140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RF02141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RF02142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXA13,0,0,0,2,6,0,6,0,0,0,1892,0,0,0,0,0
HOTTIP,0,0,0,2,0,0,2,0,0,0,22,0,0,0,0,0
RF02040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RF02041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RF02042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RF02043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP1-170O19.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP1-170O19.16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
EVX1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RPL35P4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AC004996.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004009.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004009.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004009.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC073150.4,370,442,537,705,493,367,372,490,509,654,593,450,636,460,271,671
AC073150.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AC073150.6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
HIBADH,7859,6033,5319,1816,1299,1306,1360,5931,6096,8253,6457,5668,6312,5579,4781,6382
AC004549.6,0,0,0,9,2,0,2,0,1,0,0,0,2,0,0,0
TAX1BP1,9152,7661,10106,14142,16801,15842,12279,9798,12350,15225,16444,8565,8163,12745,11218,12811
JAZF1,826,936,816,2309,1020,793,798,1362,1749,5996,3036,488,408,3744,700,6755
RNU6-979P,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
AC005017.1,0,0,1,0,3,0,0,5,1,10,13,0,1,1,0,2
AC005017.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CREB5,418,462,629,2482,4628,2710,1770,987,713,1568,1161,265,146,2164,221,1731
AC005105.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIL,163,359,1154,848,2182,1766,786,3775,1464,560,1559,91,264,11872,510,1029
AC005013.5,0,0,0,2,6,5,0,8,3,0,5,0,0,14,0,0
CTB-113D17.1,2,0,0,0,24,18,2,19,4,0,0,0,16,52,4,0
AC005162.5,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
CPVL,60861,38748,30443,5563,3661,2054,2402,39718,39194,21438,13685,33561,38767,29592,26386,16069
AC005162.4,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0
RP5-1189D6.1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,2
RP5-1189D6.2,23,7,16,2,4,1,0,12,9,6,10,9,12,4,8,8
CHN2,14,15,43,22,11,72,48,19,61,10,20,23,24,30,15,17
RP5-964C11.1,0,4,0,0,3,9,4,0,0,0,0,1,0,0,0,0
AC004593.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NANOGP4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
AC007255.8,0,0,0,0,2,0,0,0,0,0,58,0,16,6,0,0
RP11-550A18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRR15,10,4,7,10,14,3,0,122,6,23,1405,0,69,62,6,26
AC007276.6,4,5,12,7,18,15,11,7,2,10,22,8,18,0,4,3
AC007276.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC007276.5,42,29,93,98,195,163,98,44,47,78,60,63,79,82,47,66
MIR550A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WIPF3,70,89,88,199,273,307,222,46,259,0,2,1,47,115,71,4
SCRN1,4721,6467,9890,16799,11109,10791,7705,7328,6877,16952,15750,5919,2282,16552,1429,20259
AC007285.6,26,20,19,324,132,75,61,5,12,21,17,11,2,20,0,23
FKBP14,687,658,1074,2833,2361,2362,2687,3234,928,3989,6821,849,2214,2754,622,2553
PLEKHA8,892,890,1356,1038,1037,1294,928,723,484,900,961,607,907,956,612,861
